Age,NumSurvivors
0,100000
1,99051.3515625
2,98964.375
3,98925.671875
4,98896.4453125
5,98863.78125
6,98839.453125
7,98818
8,98798.8046875
9,98781.3984375
10,98765.2421875
11,98749.4921875
12,98732.8359375
13,98713.40625
14,98688.9609375
15,98657.546875
16,98618.109375
17,98570.0078125
18,98512.25
19,98444.09375
20,98365.171875
21,98274.7578125
22,98172.8515625
23,98060.9375
24,97941.21875
25,97815.2421875
26,97683.6484375
27,97545.8515625
28,97400.6484375
29,97246.2578125
30,97081.3359375
31,96905.2109375
32,96718.03125
33,96519.859375
34,96310.625
35,96089.59375
36,95855.625
37,95606.8984375
38,95341.171875
39,95056.5
40,94751.859375
41,94425.671875
42,94077.46875
43,93708.765625
44,93321.40625
45,92915.671875
46,92489.2890625
47,92038.8203125
48,91561.9140625
49,91056.7890625
50,90521.7734375
51,89956.40625
52,89357.625
53,88718.796875
54,88031.6875
55,87290.140625
56,86494.078125
57,85643.9609375
58,84735.171875
59,83761.96875
60,82720.515625
61,81609.46875
62,80430.984375
63,79187.8828125
64,77882.9921875
65,76516.9921875
66,75087.609375
67,73591.3984375
68,72032.28125
69,70410.6015625
70,68728.8515625
71,66989.9375
72,65184.6484375
73,63309.296875
74,61367.01171875
75,59354.765625
76,57230.13671875
77,55020.8515625
78,52651.81640625
79,50209.87890625
80,47648.64453125
81,45017.734375
82,42251.9140625
83,39454.859375
84,36629.10546875
85,33750.12890625
86,30876.13671875
87,27979.46875
88,25091.958984375
89,22248.05078125
90,19483.63671875
91,16834.60546875
92,14335.16015625
93,12016.025390625
94,9902.690429688
95,8013.875
96,6360.399414062
97,4944.613769531
98,3760.495117188
99,2794.428710938
100,2026.594482422
