Age,NumSurvivors
0,100000
1,99668.0390625
2,99650.9296875
3,99639.28125
4,99626.1171875
5,99615.1328125
6,99607.078125
7,99600.109375
8,99593.8515625
9,99587.9921875
10,99582.234375
11,99576.25
12,99569.65625
13,99561.9921875
14,99552.7890625
15,99541.703125
16,99528.625
17,99513.453125
18,99495.9296875
19,99475.7578125
20,99452.796875
21,99426.84375
22,99398.1875
23,99367.765625
24,99336.8203125
25,99306.1796875
26,99275.921875
27,99245.7734375
28,99215.703125
29,99185.5859375
30,99155.2421875
31,99124.6875
32,99093.6640625
33,99061.421875
34,99027
35,98989.609375
36,98948.6640625
37,98904.0625
38,98856
39,98804.890625
40,98750.8515625
41,98693.5234375
42,98632.015625
43,98565.2734375
44,98492.1015625
45,98411.515625
46,98323.1640625
47,98226.5546875
48,98120.4609375
49,98003.25
50,97873.453125
51,97729.0859375
52,97569.5390625
53,97396.3125
54,97212.109375
55,97018.46875
56,96814.703125
57,96597.8359375
58,96364.28125
59,96109.328125
60,95828.546875
61,95519.8828125
62,95180.5859375
63,94804.4375
64,94383.8984375
65,93912.4765625
66,93386.9609375
67,92805.046875
68,92162.109375
69,91453.1015625
70,90673.4140625
71,89816.890625
72,88880.0625
73,87861.6328125
74,86757.9296875
75,85558.3359375
76,84243.7734375
77,82783.9296875
78,81148.1328125
79,79333.59375
80,77321.078125
81,75098.8125
82,72658.75
83,69969.203125
84,67016.8046875
85,63755.77734375
86,60180.578125
87,56352.31640625
88,52205.734375
89,47774.41796875
90,43110.97265625
91,38288.0859375
92,33397.6640625
93,28547.484375
94,23854.970703125
95,19438.30078125
96,15405.666015625
97,11844.190429688
98,8810.544921875
99,6325.276855469
100,4372.291015625
