Age,NumSurvivors
0,100000
1,99632.2421875
2,99609.34375
3,99598.0859375
4,99584.0078125
5,99576.0390625
6,99566.90625
7,99558.390625
8,99550.4921875
9,99543.296875
10,99536.8046875
11,99530.765625
12,99524.4921875
13,99516.7890625
14,99506.15625
15,99491.375
16,99472.375
17,99448.9609375
18,99419.8125
19,99383.359375
20,99338.75
21,99285.2578125
22,99224.0078125
23,99158.34375
24,99092.640625
25,99029.7578125
26,98970.4375
27,98913.6640625
28,98858.140625
29,98802.03125
30,98744.1015625
31,98684.0703125
32,98622.28125
33,98558.90625
34,98494.21875
35,98428.234375
36,98360.5859375
37,98290.625
38,98217.625
39,98140.640625
40,98058.6484375
41,97970.640625
42,97875.5546875
43,97772.265625
44,97659.8515625
45,97537.5234375
46,97404.96875
47,97261.1640625
48,97103.859375
49,96929.9765625
50,96736.7734375
51,96521.3203125
52,96282.9296875
53,96023.59375
54,95747.109375
55,95455.703125
56,95149.1484375
57,94823.6875
58,94473.8046875
59,94092.0625
60,93672.0859375
61,93211.046875
62,92707.0546875
63,92155.6796875
64,91552.09375
65,90892.0703125
66,90172.6953125
67,89391.640625
68,88545.9765625
69,87632.765625
70,86649.0234375
71,85590.1015625
72,84452.4609375
73,83233
74,81925.015625
75,80515.5234375
76,78986.921875
77,77310.125
78,75454.2109375
79,73420.75
80,71187.1171875
81,68768.3828125
82,66149.28125
83,63318.41015625
84,60265.77734375
85,56955.3515625
86,53442.6171875
87,49672.515625
88,45673.77734375
89,41488.8359375
90,37174.3828125
91,32800.74609375
92,28449.70703125
93,24210.59375
94,20174.673828125
95,16428.275390625
96,13045.396484375
97,10080.879882812
98,7565.375976562
99,5503.106445312
100,3872.981933594
